Date,User_ID,Session_Duration,Page_Views,Source,Medium,Campaign,Device_Category,Country,New_User,Conversions,Revenue
2023-06-10,5183,282,7,Referral,Referral,Spring Promo,Mobile,Australia,1,2,184
2023-06-24,5184,273,3,Referral,Organic Search,Spring Promo,Mobile,Canada,0,1,67
2023-06-03,5185,450,3,Organic,Referral,,Desktop,India,1,1,97
2023-06-02,5186,300,1,Organic,Direct,Winter Campaign,Tablet,India,0,1,130
2023-06-16,5187,339,5,Direct,Referral,Winter Campaign,Desktop,India,1,1,54
2023-06-10,5188,199,5,Referral,Referral,Summer Sale,Mobile,France,1,3,159
2023-06-26,5189,549,6,Referral,Social Media,,Tablet,USA,0,1,70
2023-06-07,5190,581,5,Organic,Organic Search,Spring Promo,Mobile,Germany,1,1,126
2023-06-11,5191,588,10,Social,Social Media,Winter Campaign,Tablet,Canada,1,2,146
2023-06-11,5192,297,1,Referral,Referral,Summer Sale,Mobile,UK,1,1,135
2023-06-18,5193,568,6,Organic,Referral,,Mobile,UK,1,0,0
2023-06-12,5194,414,3,Organic,Direct,Winter Campaign,Mobile,Germany,0,2,198
2023-06-21,5195,501,9,Organic,Referral,Spring Promo,Mobile,India,1,2,148
2023-06-16,5196,172,1,Organic,Referral,Summer Sale,Desktop,Canada,0,2,102
2023-06-02,5197,487,6,Referral,Referral,Summer Sale,Desktop,Germany,1,2,206
2023-06-16,5198,462,1,Social,Referral,,Tablet,India,1,0,0
2023-06-26,5199,323,9,Social,Social Media,,Tablet,USA,1,3,369
2023-06-02,5200,596,10,Direct,Direct,Spring Promo,Mobile,UK,1,2,158
2023-06-09,5201,192,2,Social,Referral,,Mobile,Australia,1,2,192
2023-06-01,5202,390,1,Organic,Direct,Winter Campaign,Desktop,Australia,1,2,280
2023-06-10,5203,176,9,Referral,Direct,Summer Sale,Desktop,Canada,0,2,244
2023-06-08,5204,278,1,Direct,Referral,Winter Campaign,Desktop,Canada,0,3,297
2023-06-02,5205,551,3,Direct,Social Media,,Desktop,Germany,0,1,89
2023-06-23,5206,80,3,Social,Organic Search,Summer Sale,Tablet,France,0,1,128
2023-06-25,5207,315,7,Direct,Social Media,Spring Promo,Tablet,France,0,3,360
2023-06-27,5208,217,10,Referral,Social Media,Winter Campaign,Mobile,UK,0,3,207
2023-06-07,5209,567,10,Referral,Organic Search,Spring Promo,Tablet,Germany,1,3,285
2023-06-21,5210,429,10,Social,Social Media,Spring Promo,Tablet,UK,1,0,0
2023-06-18,5211,349,5,Organic,Direct,Summer Sale,Mobile,Germany,1,3,294
2023-06-26,5212,326,2,Social,Social Media,Winter Campaign,Desktop,Australia,0,0,0
2023-06-05,5213,206,1,Organic,Referral,Spring Promo,Desktop,UK,0,2,126
2023-06-10,5214,213,9,Referral,Direct,,Tablet,Germany,1,3,402
2023-06-12,5215,246,3,Direct,Referral,Winter Campaign,Desktop,Germany,1,0,0
2023-06-17,5216,466,5,Referral,Direct,Summer Sale,Mobile,India,0,3,303
2023-06-09,5217,323,8,Social,Referral,,Mobile,USA,0,3,339
2023-06-18,5218,345,3,Referral,Referral,Spring Promo,Mobile,France,1,3,390
2023-06-27,5219,370,3,Organic,Social Media,Winter Campaign,Desktop,Australia,1,0,0
2023-06-12,5220,211,4,Direct,Organic Search,,Desktop,Australia,1,3,333
2023-06-25,5221,65,3,Referral,Organic Search,Winter Campaign,Desktop,Germany,0,1,115
2023-06-24,5222,471,6,Social,Organic Search,Summer Sale,Desktop,Australia,0,0,0
2023-06-29,5223,594,1,Organic,Referral,Spring Promo,Mobile,Canada,0,1,69
2023-06-06,5224,377,1,Social,Social Media,Spring Promo,Tablet,UK,1,3,366
2023-06-01,5225,263,7,Direct,Direct,Spring Promo,Mobile,India,0,3,303
2023-06-05,5226,284,7,Organic,Referral,Winter Campaign,Desktop,Australia,1,0,0
2023-06-17,5227,248,4,Social,Referral,,Tablet,India,1,2,228
2023-06-10,5228,317,5,Organic,Social Media,Spring Promo,Desktop,Australia,0,0,0
2023-06-26,5229,438,4,Direct,Referral,Winter Campaign,Mobile,UK,0,3,390
2023-06-23,5230,561,9,Direct,Organic Search,Summer Sale,Tablet,France,1,1,104
2023-06-17,5231,517,8,Social,Direct,Summer Sale,Desktop,India,0,1,58
2023-06-09,5232,576,5,Organic,Organic Search,Winter Campaign,Mobile,India,0,2,238
2023-06-05,5233,447,8,Referral,Organic Search,Winter Campaign,Mobile,Germany,1,2,168
2023-06-13,5234,548,10,Social,Social Media,,Tablet,France,0,0,0
2023-06-25,5235,247,3,Direct,Referral,Winter Campaign,Desktop,France,1,2,108
2023-06-21,5236,406,10,Organic,Social Media,Summer Sale,Desktop,India,1,3,150
2023-06-11,5237,198,8,Referral,Organic Search,Spring Promo,Desktop,India,1,0,0
2023-06-01,5238,521,8,Direct,Referral,Summer Sale,Tablet,Canada,1,3,366
2023-06-03,5239,74,10,Referral,Organic Search,,Mobile,USA,1,2,260
2023-06-12,5240,82,10,Social,Referral,,Tablet,India,0,3,213
2023-06-18,5241,93,1,Referral,Referral,Summer Sale,Mobile,Canada,1,2,222
2023-06-10,5242,220,3,Direct,Organic Search,Spring Promo,Desktop,USA,1,1,78
2023-06-03,5243,300,4,Organic,Direct,Spring Promo,Mobile,Australia,1,3,447
2023-06-06,5244,561,7,Organic,Direct,Spring Promo,Mobile,Australia,0,2,210
2023-06-02,5245,397,2,Social,Direct,Summer Sale,Desktop,France,0,2,180
2023-06-04,5246,455,4,Direct,Direct,Winter Campaign,Tablet,India,0,0,0
2023-06-25,5247,76,7,Organic,Referral,Winter Campaign,Desktop,Germany,0,1,92
2023-06-08,5248,334,4,Social,Social Media,Spring Promo,Desktop,Germany,1,1,132
2023-06-26,5249,507,5,Direct,Referral,,Desktop,Australia,1,3,339
2023-06-25,5250,574,2,Social,Social Media,Summer Sale,Mobile,USA,0,0,0
2023-06-29,5251,388,4,Referral,Referral,Summer Sale,Tablet,USA,0,3,294
2023-06-08,5252,82,1,Organic,Referral,Winter Campaign,Mobile,Australia,0,3,234
2023-06-16,5253,254,1,Organic,Direct,,Desktop,France,1,0,0
2023-06-15,5254,62,7,Direct,Direct,Spring Promo,Mobile,UK,0,2,154
2023-06-14,5255,456,6,Referral,Social Media,Winter Campaign,Tablet,UK,1,2,190
2023-06-02,5256,437,2,Direct,Referral,Spring Promo,Desktop,France,0,3,189
2023-06-13,5257,487,6,Direct,Direct,Winter Campaign,Tablet,Germany,1,3,204
2023-06-04,5258,587,6,Social,Direct,Spring Promo,Mobile,Germany,1,3,342
2023-06-28,5259,587,2,Direct,Referral,,Mobile,USA,1,1,98
2023-06-17,5260,72,1,Referral,Referral,Winter Campaign,Mobile,Germany,1,0,0
2023-06-02,5261,595,5,Social,Referral,Winter Campaign,Mobile,UK,0,2,228
2023-06-11,5262,423,4,Direct,Social Media,,Mobile,USA,0,1,137
2023-06-12,5263,468,9,Organic,Direct,Summer Sale,Tablet,UK,1,3,417
2023-06-11,5264,453,5,Social,Social Media,Summer Sale,Tablet,France,0,2,260
2023-06-14,5265,373,9,Organic,Referral,Winter Campaign,Desktop,France,1,3,327
2023-06-01,5266,465,10,Social,Referral,Winter Campaign,Tablet,UK,0,1,119
2023-06-06,5267,365,8,Direct,Referral,Summer Sale,Tablet,USA,0,0,0
2023-06-08,5268,553,1,Referral,Direct,Winter Campaign,Mobile,Australia,1,3,273
2023-06-04,5269,420,3,Direct,Social Media,Summer Sale,Desktop,USA,1,0,0
2023-06-01,5270,100,10,Referral,Organic Search,Winter Campaign,Mobile,India,1,2,296
2023-06-12,5271,473,10,Social,Referral,Summer Sale,Desktop,UK,0,3,153
2023-06-16,5272,269,6,Organic,Direct,Summer Sale,Desktop,France,0,0,0
2023-06-18,5273,156,7,Organic,Organic Search,Summer Sale,Mobile,Canada,0,2,136
2023-06-28,5274,535,1,Direct,Social Media,Summer Sale,Mobile,USA,1,1,147
2023-06-27,5275,303,2,Organic,Direct,Summer Sale,Tablet,Germany,1,0,0
2023-06-07,5276,452,4,Social,Organic Search,Spring Promo,Mobile,India,1,3,297
2023-06-30,5277,453,2,Organic,Social Media,Winter Campaign,Desktop,Canada,1,3,246
2023-06-30,5278,380,3,Referral,Referral,Winter Campaign,Desktop,USA,0,3,285
2023-06-19,5279,135,2,Organic,Referral,Spring Promo,Tablet,USA,1,0,0
2023-06-21,5280,503,5,Referral,Organic Search,Summer Sale,Tablet,India,0,2,164
2023-06-23,5281,544,3,Social,Referral,,Desktop,Australia,1,1,82
2023-06-07,5282,123,6,Direct,Direct,,Tablet,France,1,3,156
2023-06-08,5283,539,8,Organic,Referral,Spring Promo,Desktop,Germany,1,1,135
2023-06-04,5284,294,10,Social,Social Media,Summer Sale,Desktop,France,1,1,50
2023-06-02,5285,417,9,Social,Organic Search,Summer Sale,Mobile,Australia,1,0,0
2023-06-03,5286,275,2,Social,Organic Search,Summer Sale,Tablet,France,0,1,116
2023-06-10,5287,128,9,Referral,Direct,Winter Campaign,Tablet,Canada,0,1,119
2023-06-21,5288,486,2,Referral,Social Media,Winter Campaign,Mobile,Germany,1,3,282
2023-06-02,5289,426,1,Organic,Direct,Winter Campaign,Mobile,Germany,0,2,114
2023-06-28,5290,231,10,Direct,Direct,Spring Promo,Tablet,Germany,1,3,213
2023-06-03,5291,396,1,Referral,Direct,Summer Sale,Mobile,Canada,0,0,0
2023-06-01,5292,468,5,Direct,Social Media,,Desktop,Australia,0,0,0
2023-06-03,5293,229,1,Direct,Direct,,Mobile,USA,0,0,0
2023-06-24,5294,283,4,Referral,Social Media,Summer Sale,Tablet,Germany,1,2,136
2023-06-08,5295,257,2,Direct,Social Media,Winter Campaign,Desktop,Australia,1,2,166
2023-06-04,5296,148,2,Organic,Direct,Winter Campaign,Mobile,USA,0,2,196
2023-06-27,5297,165,10,Organic,Organic Search,Summer Sale,Mobile,UK,1,1,65
2023-06-28,5298,544,4,Referral,Organic Search,Summer Sale,Desktop,USA,0,1,71
2023-06-25,5299,514,1,Organic,Social Media,Summer Sale,Desktop,India,0,0,0
2023-06-13,5300,340,4,Referral,Social Media,Winter Campaign,Desktop,France,1,1,76
2023-06-25,5301,348,4,Organic,Organic Search,Summer Sale,Mobile,India,1,1,67
2023-06-18,5302,363,5,Direct,Social Media,Summer Sale,Tablet,India,0,3,231
2023-06-24,5303,159,9,Direct,Organic Search,Winter Campaign,Desktop,USA,1,3,396
2023-06-02,5304,186,4,Organic,Referral,Winter Campaign,Mobile,Canada,1,3,381
2023-06-11,5305,175,4,Direct,Referral,Summer Sale,Desktop,USA,1,2,268
2023-06-27,5306,272,1,Referral,Organic Search,Winter Campaign,Desktop,Australia,0,3,180
2023-06-25,5307,70,8,Direct,Direct,Spring Promo,Mobile,Australia,1,0,0
2023-06-21,5308,397,9,Direct,Referral,Summer Sale,Desktop,Australia,0,3,351
2023-06-22,5309,85,8,Organic,Referral,Summer Sale,Mobile,France,0,1,70
2023-06-11,5310,331,7,Referral,Social Media,Winter Campaign,Mobile,USA,0,2,282
2023-06-06,5311,327,2,Direct,Referral,Winter Campaign,Mobile,USA,0,1,108
2023-06-25,5312,316,4,Referral,Referral,,Desktop,UK,0,0,0
2023-06-01,5313,542,3,Social,Social Media,,Tablet,India,0,0,0
2023-06-05,5314,189,3,Direct,Referral,Summer Sale,Desktop,Canada,1,2,278
2023-06-25,5315,441,1,Referral,Referral,Summer Sale,Tablet,UK,0,1,124
2023-06-11,5316,598,1,Direct,Social Media,Spring Promo,Tablet,Canada,1,0,0
2023-06-21,5317,357,3,Social,Social Media,Summer Sale,Tablet,India,1,1,99
2023-06-14,5318,209,4,Referral,Direct,Winter Campaign,Tablet,USA,1,0,0
2023-06-05,5319,481,10,Direct,Organic Search,Winter Campaign,Mobile,USA,1,2,138
2023-06-20,5320,482,7,Organic,Direct,,Tablet,USA,1,1,116
2023-06-24,5321,226,9,Social,Direct,Spring Promo,Desktop,Canada,0,3,429
2023-06-19,5322,161,1,Organic,Referral,Summer Sale,Tablet,UK,0,2,192
2023-06-10,5323,282,3,Referral,Referral,Spring Promo,Mobile,UK,1,0,0
2023-06-06,5324,536,2,Social,Social Media,Winter Campaign,Mobile,USA,0,0,0
2023-06-09,5325,528,7,Social,Direct,,Tablet,Canada,0,1,69
2023-06-05,5326,471,5,Referral,Organic Search,Winter Campaign,Desktop,USA,1,1,129
2023-06-29,5327,419,7,Direct,Referral,,Desktop,Germany,0,2,180
2023-06-17,5328,346,4,Referral,Social Media,,Tablet,Germany,1,3,192
2023-06-05,5329,171,9,Direct,Organic Search,Summer Sale,Mobile,USA,1,1,119
2023-06-15,5330,251,10,Direct,Organic Search,Winter Campaign,Desktop,UK,1,1,77
2023-06-19,5331,519,9,Social,Organic Search,,Desktop,Canada,0,1,133
2023-06-19,5332,573,8,Direct,Organic Search,Summer Sale,Tablet,Germany,1,1,121
2023-06-07,5333,68,2,Social,Organic Search,Summer Sale,Mobile,India,0,3,387
2023-06-27,5334,403,10,Organic,Referral,Summer Sale,Tablet,Canada,0,0,0
2023-06-24,5335,246,9,Social,Social Media,,Mobile,France,1,1,102
2023-06-23,5336,309,1,Referral,Referral,Summer Sale,Tablet,Canada,0,1,138
2023-06-08,5337,127,7,Referral,Direct,,Mobile,India,1,3,300
2023-06-21,5338,110,10,Referral,Social Media,Spring Promo,Tablet,UK,0,0,0
2023-06-27,5339,553,9,Organic,Direct,Winter Campaign,Desktop,India,0,1,140
2023-06-27,5340,417,3,Organic,Organic Search,,Desktop,France,0,0,0
2023-06-12,5341,153,8,Social,Direct,Summer Sale,Mobile,Australia,0,2,176
2023-06-21,5342,285,9,Social,Referral,Spring Promo,Desktop,France,0,1,63
2023-06-29,5343,556,10,Referral,Organic Search,,Mobile,France,0,2,188
2023-06-02,5344,221,9,Direct,Social Media,Winter Campaign,Mobile,Germany,1,2,134
2023-06-08,5345,410,4,Direct,Direct,Summer Sale,Tablet,Canada,1,0,0
2023-06-06,5346,71,2,Social,Referral,Spring Promo,Mobile,USA,0,1,130
2023-06-14,5347,316,7,Direct,Referral,Summer Sale,Tablet,India,1,0,0
2023-06-11,5348,565,4,Social,Direct,Summer Sale,Desktop,France,0,0,0
2023-06-14,5349,266,4,Social,Organic Search,Summer Sale,Desktop,India,0,2,194
2023-06-15,5350,232,2,Direct,Direct,Winter Campaign,Desktop,Australia,1,0,0
2023-06-24,5351,367,5,Referral,Direct,Spring Promo,Desktop,USA,0,3,336
2023-06-10,5352,126,9,Organic,Referral,,Tablet,Australia,1,3,159
2023-06-03,5353,586,5,Organic,Direct,Summer Sale,Tablet,Germany,1,1,86
2023-06-13,5354,64,9,Referral,Organic Search,,Mobile,Canada,0,0,0
2023-06-28,5355,226,5,Organic,Direct,Winter Campaign,Tablet,USA,0,0,0
2023-06-11,5356,503,5,Organic,Organic Search,Summer Sale,Tablet,France,0,2,102
2023-06-20,5357,350,3,Organic,Referral,,Mobile,Germany,0,1,149
2023-06-27,5358,436,10,Organic,Direct,,Mobile,UK,1,3,180
2023-06-03,5359,552,8,Direct,Direct,,Desktop,India,1,2,190
2023-06-30,5360,442,2,Direct,Social Media,Spring Promo,Desktop,France,1,2,132
2023-06-30,5361,503,5,Social,Organic Search,Spring Promo,Mobile,Germany,1,3,243
2023-06-03,5362,334,10,Social,Direct,,Tablet,Australia,0,2,292
2023-06-12,5363,199,9,Social,Social Media,Spring Promo,Tablet,France,1,0,0
2023-06-26,5364,232,7,Referral,Social Media,Winter Campaign,Desktop,France,1,1,94
2023-06-23,5365,80,7,Referral,Direct,Winter Campaign,Tablet,France,1,1,99
2023-06-29,5366,348,7,Organic,Social Media,,Mobile,Germany,1,2,286
2023-06-05,5367,364,5,Organic,Social Media,,Desktop,Australia,0,2,124
2023-06-22,5368,519,1,Referral,Direct,Spring Promo,Desktop,Australia,1,3,414
2023-06-28,5369,370,4,Referral,Organic Search,Winter Campaign,Mobile,Canada,1,1,110
2023-06-06,5370,310,4,Referral,Social Media,Winter Campaign,Tablet,India,1,2,224
2023-06-08,5371,549,10,Organic,Referral,Spring Promo,Mobile,France,1,0,0
2023-06-12,5372,584,8,Social,Organic Search,,Tablet,India,1,2,274
2023-06-15,5373,300,1,Referral,Direct,Spring Promo,Mobile,India,1,0,0
2023-06-01,5374,174,6,Referral,Referral,,Mobile,UK,0,2,236
2023-06-26,5375,502,8,Direct,Social Media,Winter Campaign,Desktop,Australia,0,2,128
2023-06-13,5376,368,1,Organic,Referral,Summer Sale,Desktop,Australia,0,1,134
2023-06-21,5377,544,10,Referral,Organic Search,Summer Sale,Tablet,France,0,0,0
2023-06-19,5378,146,7,Social,Social Media,Summer Sale,Tablet,France,1,3,249
2023-06-29,5379,80,6,Social,Social Media,Summer Sale,Mobile,India,0,1,136
2023-06-10,5380,565,10,Direct,Direct,Summer Sale,Desktop,Germany,0,2,264
2023-06-16,5381,335,8,Referral,Referral,Winter Campaign,Tablet,USA,1,2,108
2023-06-12,5382,196,1,Referral,Organic Search,Summer Sale,Mobile,France,1,0,0
2023-06-22,5383,450,2,Direct,Social Media,Winter Campaign,Desktop,Canada,0,0,0
2023-06-19,5384,526,5,Social,Social Media,,Tablet,UK,0,3,432
2023-06-05,5385,199,5,Direct,Direct,Spring Promo,Desktop,USA,1,2,178
2023-06-07,5386,336,4,Direct,Referral,Summer Sale,Desktop,USA,0,1,73
2023-06-06,5387,588,8,Direct,Referral,Summer Sale,Tablet,UK,0,1,89
2023-06-23,5388,125,1,Organic,Organic Search,Summer Sale,Mobile,USA,0,3,150
2023-06-03,5389,244,9,Organic,Referral,Winter Campaign,Tablet,USA,1,1,72
2023-06-06,5390,333,10,Social,Social Media,,Tablet,UK,1,0,0
2023-06-27,5391,397,2,Organic,Social Media,,Tablet,India,0,1,115
2023-06-04,5392,420,2,Direct,Referral,,Desktop,India,0,0,0
2023-06-15,5393,191,6,Social,Social Media,Spring Promo,Tablet,USA,0,2,244
2023-06-06,5394,569,3,Referral,Direct,,Desktop,India,1,0,0
2023-06-14,5395,331,3,Organic,Social Media,Winter Campaign,Desktop,France,0,2,214
2023-06-06,5396,134,6,Direct,Referral,Spring Promo,Mobile,Canada,0,3,150
2023-06-20,5397,226,2,Referral,Organic Search,Winter Campaign,Mobile,Canada,0,0,0
2023-06-21,5398,569,4,Referral,Referral,Spring Promo,Tablet,Germany,1,2,184
2023-06-06,5399,536,2,Social,Direct,,Desktop,France,0,1,124
2023-06-17,5400,284,6,Organic,Referral,,Tablet,USA,1,3,315
2023-06-25,5401,387,8,Social,Referral,Summer Sale,Desktop,France,0,3,357
2023-06-26,5402,258,6,Direct,Direct,Winter Campaign,Desktop,Canada,0,0,0
2023-06-05,5403,347,8,Organic,Referral,,Tablet,India,1,1,64
2023-06-20,5404,78,3,Direct,Social Media,Spring Promo,Tablet,USA,1,0,0
2023-06-25,5405,337,3,Referral,Social Media,Summer Sale,Desktop,Australia,0,3,276
2023-06-11,5406,258,6,Organic,Direct,Summer Sale,Tablet,India,0,3,414
2023-06-19,5407,170,2,Direct,Direct,Winter Campaign,Mobile,France,1,2,216
2023-06-06,5408,125,6,Social,Direct,Winter Campaign,Mobile,Germany,0,2,222
2023-06-11,5409,426,10,Direct,Social Media,Winter Campaign,Tablet,Germany,0,3,438
2023-06-03,5410,249,8,Referral,Organic Search,Spring Promo,Mobile,France,0,0,0
2023-06-12,5411,453,5,Social,Referral,Summer Sale,Tablet,USA,0,0,0
2023-06-26,5412,259,1,Social,Referral,,Tablet,Canada,1,2,168
2023-06-30,5413,207,10,Social,Referral,Winter Campaign,Mobile,France,0,3,402
2023-06-08,5414,401,6,Social,Referral,,Desktop,UK,0,0,0
2023-06-23,5415,449,10,Organic,Organic Search,Winter Campaign,Tablet,Canada,0,1,97
2023-06-24,5416,358,2,Organic,Referral,Winter Campaign,Mobile,Germany,0,3,432
2023-06-12,5417,85,9,Referral,Referral,Winter Campaign,Desktop,Germany,1,3,177
2023-06-19,5418,435,2,Direct,Referral,,Tablet,Germany,1,2,230
2023-06-17,5419,369,8,Referral,Referral,Spring Promo,Mobile,India,1,3,402
2023-06-29,5420,557,2,Referral,Organic Search,Winter Campaign,Desktop,Canada,1,2,224
2023-06-23,5421,367,4,Referral,Direct,,Mobile,USA,1,2,252
2023-06-26,5422,431,10,Direct,Referral,Summer Sale,Tablet,Germany,0,1,74
2023-06-20,5423,414,6,Social,Organic Search,Summer Sale,Tablet,USA,0,2,178
2023-06-28,5424,319,9,Social,Social Media,,Mobile,UK,0,2,284
2023-06-29,5425,321,9,Social,Direct,,Tablet,Australia,1,1,101
2023-06-02,5426,225,1,Referral,Organic Search,Spring Promo,Mobile,USA,0,1,61
2023-06-19,5427,337,9,Referral,Direct,Spring Promo,Tablet,Canada,1,3,276
2023-06-01,5428,395,3,Organic,Social Media,Summer Sale,Desktop,Canada,0,1,130
2023-06-29,5429,205,2,Social,Social Media,Summer Sale,Tablet,USA,1,1,125
2023-06-24,5430,592,4,Direct,Referral,Spring Promo,Mobile,Canada,0,0,0
2023-06-29,5431,578,1,Referral,Social Media,Winter Campaign,Mobile,Canada,0,3,228
2023-06-02,5432,386,6,Organic,Social Media,Summer Sale,Desktop,France,0,0,0
2023-06-30,5433,84,1,Referral,Direct,Summer Sale,Mobile,Australia,1,1,101
2023-06-25,5434,96,5,Direct,Organic Search,,Desktop,Australia,1,0,0
2023-06-25,5435,485,1,Direct,Direct,Winter Campaign,Desktop,India,0,0,0
2023-06-11,5436,502,9,Social,Social Media,Summer Sale,Tablet,Canada,0,3,408
2023-06-09,5437,305,7,Direct,Organic Search,Summer Sale,Mobile,UK,0,3,306
2023-06-07,5438,479,9,Referral,Referral,Winter Campaign,Mobile,Australia,0,3,414
2023-06-12,5439,212,8,Referral,Referral,Spring Promo,Mobile,France,0,0,0
2023-06-01,5440,74,7,Direct,Referral,Summer Sale,Tablet,France,0,1,66
2023-06-20,5441,147,4,Direct,Direct,Summer Sale,Desktop,USA,1,3,444
2023-06-01,5442,176,7,Organic,Social Media,Summer Sale,Tablet,France,0,1,65
2023-06-10,5443,365,6,Social,Referral,Summer Sale,Desktop,Australia,1,3,222
2023-06-09,5444,124,3,Direct,Organic Search,,Tablet,India,0,1,125
2023-06-26,5445,220,9,Referral,Referral,Spring Promo,Mobile,USA,1,3,237
2023-06-14,5446,441,4,Social,Social Media,Summer Sale,Mobile,Germany,0,0,0
2023-06-16,5447,96,4,Social,Direct,Summer Sale,Tablet,USA,0,2,258
2023-06-16,5448,227,3,Organic,Organic Search,Spring Promo,Mobile,USA,1,2,236
2023-06-16,5449,586,8,Organic,Social Media,,Desktop,USA,1,1,79
2023-06-22,5450,185,9,Organic,Direct,Summer Sale,Mobile,Canada,0,2,186
2023-06-14,5451,193,9,Referral,Referral,Winter Campaign,Tablet,India,1,3,309
2023-06-08,5452,105,1,Referral,Organic Search,Winter Campaign,Desktop,UK,1,3,336
2023-06-24,5453,558,5,Direct,Organic Search,Summer Sale,Tablet,USA,0,0,0
2023-06-23,5454,311,5,Social,Organic Search,,Desktop,Germany,1,0,0
2023-06-18,5455,392,6,Social,Organic Search,Winter Campaign,Desktop,India,0,2,158
2023-06-09,5456,349,1,Social,Referral,Summer Sale,Mobile,USA,0,1,139
2023-06-02,5457,67,1,Referral,Organic Search,,Mobile,France,0,1,113
2023-06-02,5458,96,8,Social,Referral,,Tablet,Canada,0,0,0
2023-06-25,5459,369,2,Direct,Organic Search,Summer Sale,Mobile,USA,1,2,240
2023-06-30,5460,95,3,Organic,Referral,,Desktop,USA,1,3,447
2023-06-25,5461,296,6,Social,Social Media,Summer Sale,Mobile,Canada,1,2,224
2023-06-30,5462,240,10,Organic,Referral,Winter Campaign,Tablet,Australia,0,0,0
2023-06-13,5463,240,6,Social,Referral,Spring Promo,Mobile,France,1,3,222
2023-06-05,5464,142,2,Organic,Direct,,Desktop,Germany,1,3,252
2023-06-16,5465,354,8,Organic,Referral,Summer Sale,Mobile,Canada,0,0,0
2023-06-19,5466,438,7,Social,Direct,Summer Sale,Desktop,Australia,1,1,150
2023-06-27,5467,168,1,Organic,Social Media,,Desktop,Canada,1,2,240
2023-06-30,5468,424,8,Organic,Social Media,,Mobile,Germany,1,2,300
2023-06-14,5469,154,4,Referral,Direct,Winter Campaign,Desktop,UK,1,2,184
2023-06-05,5470,428,3,Direct,Social Media,,Desktop,Australia,1,2,244
2023-06-22,5471,399,3,Direct,Organic Search,Winter Campaign,Tablet,USA,0,1,54
2023-06-12,5472,427,9,Organic,Direct,Spring Promo,Desktop,Canada,0,3,162
2023-06-05,5473,547,7,Direct,Referral,Winter Campaign,Mobile,France,1,2,290
2023-06-16,5474,83,10,Organic,Social Media,,Tablet,Australia,1,0,0
2023-06-02,5475,196,1,Direct,Direct,Summer Sale,Tablet,Australia,1,1,62
2023-06-03,5476,364,9,Referral,Direct,Summer Sale,Mobile,Canada,1,1,69
2023-06-05,5477,520,8,Social,Direct,Winter Campaign,Mobile,France,0,1,95
2023-06-09,5478,133,1,Social,Direct,,Mobile,Canada,1,0,0
2023-06-07,5479,372,2,Direct,Organic Search,,Desktop,Australia,1,0,0
2023-06-13,5480,285,9,Social,Social Media,Winter Campaign,Tablet,France,1,3,351
2023-06-02,5481,61,2,Organic,Referral,Spring Promo,Mobile,France,0,2,184
2023-06-20,5482,518,6,Organic,Organic Search,Spring Promo,Tablet,USA,1,1,78
2023-06-14,5483,562,9,Social,Organic Search,Summer Sale,Mobile,Canada,1,0,0
2023-06-11,5484,240,8,Referral,Social Media,Winter Campaign,Mobile,Australia,1,0,0
2023-06-06,5485,64,9,Organic,Direct,,Tablet,Canada,1,1,78
2023-06-28,5486,537,10,Direct,Social Media,Spring Promo,Tablet,USA,1,3,267
2023-06-17,5487,221,3,Social,Direct,Winter Campaign,Tablet,Australia,0,0,0
2023-06-22,5488,200,2,Referral,Direct,,Tablet,USA,1,3,378
2023-06-04,5489,315,10,Social,Referral,Summer Sale,Desktop,India,1,0,0
2023-06-14,5490,557,9,Organic,Referral,,Desktop,UK,1,0,0
2023-06-29,5491,565,3,Organic,Organic Search,Winter Campaign,Tablet,Canada,1,3,378
2023-06-01,5492,83,3,Direct,Social Media,Summer Sale,Mobile,UK,0,0,0
2023-06-04,5493,332,1,Direct,Referral,Spring Promo,Mobile,Australia,0,3,336
2023-06-15,5494,137,9,Direct,Social Media,,Mobile,USA,0,3,213
2023-06-04,5495,164,5,Direct,Direct,,Tablet,UK,1,1,65
2023-06-07,5496,212,2,Direct,Social Media,Summer Sale,Tablet,Germany,1,0,0
2023-06-26,5497,122,5,Social,Social Media,Winter Campaign,Tablet,Germany,1,0,0
2023-06-14,5498,240,9,Referral,Direct,Winter Campaign,Desktop,Germany,1,1,92
2023-06-27,5499,475,9,Organic,Direct,,Mobile,UK,0,2,288
2023-06-26,5500,537,4,Social,Social Media,Summer Sale,Tablet,France,0,2,284
2023-06-09,5501,574,9,Social,Referral,Summer Sale,Desktop,Germany,0,1,76
2023-06-14,5502,314,4,Referral,Organic Search,Winter Campaign,Desktop,UK,1,2,212
2023-06-02,5503,147,2,Organic,Referral,,Desktop,Germany,0,1,60
2023-06-20,5504,126,6,Direct,Organic Search,Spring Promo,Desktop,Germany,1,3,219
2023-06-07,5505,90,9,Organic,Referral,Summer Sale,Desktop,Germany,1,2,158
2023-06-13,5506,491,10,Referral,Social Media,,Tablet,India,1,0,0
2023-06-29,5507,521,1,Direct,Social Media,Spring Promo,Desktop,Germany,1,3,336
2023-06-05,5508,224,4,Social,Social Media,Winter Campaign,Mobile,Germany,1,1,149
2023-06-21,5509,99,7,Social,Organic Search,Spring Promo,Mobile,France,1,3,429
2023-06-07,5510,217,2,Social,Direct,Summer Sale,Desktop,India,1,3,162
2023-06-24,5511,432,4,Organic,Direct,,Tablet,Canada,0,2,150
